51,Key.cmd,DOWN
87,Key.left,DOWN
93,Key.left,UP
106,Key.cmd,UP
135,Key.alt,DOWN
139,Key.space,DOWN
143,Key.alt,UP
145,Key.space,UP
159,'r',DOWN
165,'e',DOWN
168,'r',UP
171,'e',UP
175,'t',DOWN
180,'r',DOWN
183,'t',UP
184,'o',DOWN
185,'r',UP
188,'o',UP
202,Key.enter,DOWN
207,Key.enter,UP
888,Key.enter,DOWN
892,Key.enter,UP
1076,Key.right,DOWN
1111,'x',DOWN
1119,'x',UP
1231,Key.right,UP
1232,'x',DOWN
1242,'x',UP
1261,'x',DOWN
1270,'x',UP
1300,Key.right,DOWN
1321,'x',DOWN
1340,'x',UP
1344,Key.right,UP
1356,Key.left,DOWN
1357,'x',DOWN
1373,'x',UP
1412,'x',DOWN
1424,'x',UP
1426,Key.left,UP
1429,Key.right,DOWN
1468,'x',DOWN
1480,'x',UP
1488,Key.right,UP
1500,Key.right,DOWN
1511,Key.right,UP
1527,Key.left,DOWN
1542,Key.left,UP
1550,Key.right,DOWN
1552,'x',DOWN
1563,'x',UP
1573,Key.right,UP
1620,Key.right,DOWN
1640,'x',DOWN
1665,'x',UP
1746,'x',DOWN
1770,'x',UP
1804,Key.right,UP
1836,'x',DOWN
1848,'x',UP
1851,Key.left,DOWN
1867,Key.left,UP
1869,Key.left,DOWN
1885,Key.left,UP
1894,Key.left,DOWN
1903,Key.left,UP
1914,Key.right,DOWN
1925,'x',DOWN
1958,'x',UP
1969,'x',DOWN
1983,Key.right,UP
1983,'x',UP
2021,Key.left,DOWN
2038,Key.left,UP
2047,Key.left,DOWN
2057,'x',DOWN
2072,'x',UP
2082,Key.left,UP
2087,Key.right,DOWN
2106,'x',DOWN
2108,Key.right,UP
2115,'x',UP
2130,Key.left,DOWN
2139,Key.left,UP
2154,Key.left,DOWN
2161,Key.left,UP
2190,Key.left,DOWN
2192,'x',DOWN
2208,Key.left,UP
2208,'x',UP
2232,Key.right,DOWN
2315,'x',DOWN
2343,'x',UP
2461,'x',DOWN
2486,'x',UP
2525,Key.right,UP
2534,Key.right,DOWN
2554,Key.right,UP
2557,'x',DOWN
2570,'x',UP
2598,Key.right,DOWN
2615,'x',DOWN
2616,Key.right,UP
2623,'x',UP
2663,Key.right,DOWN
2688,Key.right,UP
2704,'x',DOWN
2713,Key.left,DOWN
2738,'x',UP
2763,Key.left,UP
2812,Key.right,DOWN
2826,Key.right,UP
2831,Key.right,DOWN
2834,'x',DOWN
2869,'x',UP
2900,Key.left,DOWN
2902,Key.right,UP
2928,Key.right,DOWN
2933,Key.left,UP
2991,'x',DOWN
3006,'x',UP
3052,Key.right,UP
3094,Key.right,DOWN
3107,Key.right,UP
3132,Key.right,DOWN
3154,Key.right,UP
3171,Key.right,DOWN
3215,Key.right,UP
3216,'x',DOWN
3223,'x',UP
3242,'x',DOWN
3257,'x',UP
3267,Key.left,DOWN
3287,Key.left,UP
3296,Key.left,DOWN
3306,'x',DOWN
3329,'x',UP
3349,Key.left,UP
3349,Key.right,DOWN
3414,'x',DOWN
3422,'x',UP
3423,Key.right,UP
3482,Key.right,DOWN
3487,'x',DOWN
3505,'x',UP
3521,Key.right,UP
3563,'x',DOWN
3581,Key.left,DOWN
3590,'x',UP
3626,Key.left,UP
3627,Key.right,DOWN
3683,'x',DOWN
3693,'x',UP
3738,'x',DOWN
3744,Key.right,UP
3749,'x',UP
3773,Key.right,DOWN
3808,'x',DOWN
3820,'x',UP
3837,Key.right,UP
3872,'x',DOWN
3884,'x',UP
3919,'x',DOWN
3935,'x',UP
3951,Key.right,DOWN
3967,'x',DOWN
3999,'x',UP
4012,'x',DOWN
4044,'x',UP
4098,Key.right,UP
4109,Key.right,DOWN
4124,'x',DOWN
4160,'x',UP
4172,Key.right,UP
4187,Key.right,DOWN
4188,'x',DOWN
4203,'x',UP
4270,Key.right,UP
4274,'x',DOWN
4292,'x',UP
4314,Key.right,DOWN
4328,'x',DOWN
4350,'x',UP
4378,'x',DOWN
4388,'x',UP
4400,Key.right,UP
4422,Key.right,DOWN
4450,'x',DOWN
4465,'x',UP
4492,'x',DOWN
4523,'x',UP
4544,'x',DOWN
4576,'x',UP
4592,'x',DOWN
4618,'x',UP
4655,'x',DOWN
4687,'x',UP
4698,'x',DOWN
4743,'x',UP
4749,Key.right,UP
5470,Key.right,DOWN
5495,Key.right,UP
5853,Key.right,DOWN
5873,'x',DOWN
5881,'x',UP
5951,'x',DOWN
5959,'x',UP
5973,Key.right,UP
5995,Key.left,DOWN
6005,'x',DOWN
6029,'x',UP
6030,Key.left,UP
6055,Key.right,DOWN
6070,Key.left,DOWN
6072,Key.right,UP
6098,'x',DOWN
6112,'x',UP
6123,'x',DOWN
6125,Key.left,UP
6140,'x',UP
6153,'x',DOWN
6156,Key.right,DOWN
6164,'x',UP
6202,'x',DOWN
6215,'x',UP
6227,Key.right,UP
6237,Key.right,DOWN
6246,'x',DOWN
6258,'x',UP
6293,'x',DOWN
6294,Key.right,UP
6302,'x',UP
6302,Key.left,DOWN
6334,'x',DOWN
6351,'x',UP
6357,Key.left,UP
6363,Key.right,DOWN
6392,'x',DOWN
6399,Key.right,UP
6401,'x',UP
6419,Key.right,DOWN
6433,Key.right,UP
6446,Key.right,DOWN
6471,'x',DOWN
6486,'x',UP
6493,'x',DOWN
6502,'x',UP
6506,Key.right,UP
6530,'x',DOWN
6547,'x',UP
6551,Key.right,DOWN
6577,'x',DOWN
6602,'x',UP
6624,'x',DOWN
6638,'x',UP
6649,Key.right,UP
6700,Key.right,DOWN
6708,Key.right,UP
6711,'x',DOWN
6726,Key.right,DOWN
6739,'x',UP
6778,Key.right,UP
6788,'x',DOWN
6792,Key.right,DOWN
6809,'x',UP
6824,'x',DOWN
6838,'x',UP
6927,'x',DOWN
6935,Key.right,UP
6937,'x',UP
6945,Key.left,DOWN
6982,Key.left,UP
6989,Key.right,DOWN
7054,'x',DOWN
7066,'x',UP
7172,Key.right,UP
7199,Key.right,DOWN
7216,Key.right,UP
7220,Key.right,DOWN
7248,Key.right,UP
7261,Key.right,DOWN
7277,'x',DOWN
7281,Key.right,UP
7287,'x',UP
7317,Key.right,DOWN
7363,Key.right,UP
7391,'x',DOWN
7402,Key.right,DOWN
7415,'x',UP
7423,Key.right,UP
7800,Key.right,DOWN
7857,'x',DOWN
7866,'x',UP
7917,'x',DOWN
7926,'x',UP
7926,Key.right,UP
7958,Key.right,DOWN
7968,'x',DOWN
7988,'x',UP
7990,Key.right,UP
8009,'x',DOWN
8017,Key.right,DOWN
8033,'x',UP
8034,Key.right,UP
8054,'x',DOWN
8085,'x',UP
8100,Key.left,DOWN
8121,Key.left,UP
8150,Key.right,DOWN
8152,'x',DOWN
8172,'x',UP
8186,'x',DOWN
8198,'x',UP
8274,Key.right,UP
8277,'x',DOWN
8287,Key.left,DOWN
8288,'x',UP
8331,Key.left,UP
8343,Key.right,DOWN
8408,'x',DOWN
8441,Key.right,UP
8444,'x',UP
8466,Key.right,DOWN
8471,Key.right,UP
8481,Key.left,DOWN
8495,Key.left,UP
8496,Key.right,DOWN
8510,Key.right,UP
8515,Key.right,DOWN
8578,'x',DOWN
8592,'x',UP
8594,Key.right,UP
8617,Key.right,DOWN
8673,Key.right,UP
8681,Key.left,DOWN
8696,Key.left,UP
8707,Key.right,DOWN
8719,'x',DOWN
8733,'x',UP
8735,Key.right,UP
8773,'x',DOWN
8774,Key.right,DOWN
8791,'x',UP
8871,'x',DOWN
8892,'x',UP
9029,'x',DOWN
9037,Key.right,UP
9038,'x',UP
9112,'x',DOWN
9133,Key.right,DOWN
9140,'x',UP
9177,'x',DOWN
9205,'x',UP
9211,Key.right,UP
9228,Key.right,DOWN
9241,'x',DOWN
9258,'x',UP
9269,Key.right,UP
9327,Key.right,DOWN
9359,'x',DOWN
9382,'x',UP
9401,'x',DOWN
9412,'x',UP
9479,'x',DOWN
9503,'x',UP
9514,Key.right,UP
9558,'x',DOWN
9559,Key.right,DOWN
9572,'x',UP
9587,Key.right,UP
9599,Key.right,DOWN
9605,'x',DOWN
9621,'x',UP
9626,Key.right,UP
9643,Key.right,DOWN
9655,'x',DOWN
9668,'x',UP
9740,'x',DOWN
9770,'x',UP
9804,'x',DOWN
9835,'x',UP
9914,Key.right,UP
10056,Key.cmd,DOWN
10069,Key.right,DOWN
10075,Key.right,UP
10087,Key.cmd,UP
